Субъект РФ;Год;Валовый региональный продукт: всего (млн. руб.);Валовый региональный продукт: на душу населения (руб.)
Томская область;2015;471456.7;438316.5
Дальневосточный федеральный округ;2015;4033862.6;487852.1
Республика Бурятия;2015;202823.4;206880.3
Республика Саха (Якутия);2015;747601.7;780139.8
Забайкальский край;2015;247666.2;228215
Камчатский край;2015;175404.8;553863.9
Приморский край;2015;717609.9;371595.6
Хабаровский край ;2015;595792.3;445809.5
Амурская область;2015;277380.5;343385.7
Магаданская область;2015;125798.3;854561.5
Сахалинская область;2015;837495.2;1716734.4
Еврейская автономная область;2015;44554.8;266405.8
Чукотский автономный округ;2015;61735.5;1226152
Центральный федеральный округ;2016;25995587.5;663881.8
Белгородская область;2016;778027.8;501467.8
Брянская область;2016;316489.4;258752.7
Владимирская область;2016;431549.8;309713.7
Воронежская область;2016;827928.6;354657.9
Ивановская область;2016;205818.6;200504.4
Калужская область;2016;409462.3;404538.6
Костромская область;2016;170225.1;261963.8
Курская область;2016;379011.3;337963.6
Липецкая область;2016;501263.5;433560.1
Московская область;2016;4206506;570678.7
Орловская область;2016;228583.1;301851.9
Рязанская область;2016;366211.3;324534.3
Смоленская область;2016;283725.5;296810.1
Тамбовская область;2016;320623.4;306725.3
Тверская область;2016;397438.9;305541
Тульская область;2016;552308.4;367487.5
Ярославская область;2016;498880.3;392410.1
г. Москва;2016;15121534.2;1223881.1
Северо-Западный федеральный округ;2016;8399737.4;605320.9
Республика Карелия;2016;248140.4;394826.9
Республика Коми;2016;578649.1;677818.8
Архангельская область;2016;713043.9;609484
в том числе: ;2016;0;0
Ненецкий автономный округ;2016;261772.5;5964557
Архангельская область без автономного округа;2016;451271.4;400764.6
Вологодская область;2016;509931.7;430041.5
Калининградская область;2016;417094.9;425021.5
Ленинградская область;2016;953668.3;534152.5
Мурманская область;2016;467006.5;614565.5
Новгородская область;2016;253056.8;412072.9
Псковская область;2016;159206.1;247111.3
г. Санкт-Петербург;2016;4099939.7;780400.7
Южный             федеральный округ;2016;5448896.2;332286.2
Республика Адыгея;2016;101102.7;223469.4
Республика Калмыкия;2016;69564.2;249989.8
Республика Крым;2016;362671.7;189916.6
Краснодарский край;2016;2257074.5;407239.7
Астраханская область;2016;368485.4;361704.8
Волгоградская область;2016;825586.5;324961.1
Ростовская область;2016;1375107.4;324802.1
г. Севастополь;2016;89303.8;211366
Северо-Кавказский        федеральный округ;2016;1970260.4;202142.5
Республика Дагестан;2016;617587.6;203906.4
Республика Ингушетия;2016;58141.5;121985.9
Кабардино-Балкарская Республика;2016;152970.8;177182
Карачаево-Черкесская Республика;2016;78521.1;168098.1
Республика Северная Осетия - Алания;2016;148810.1;211526.9
Чеченская Республика;2016;201634.8;143561.5
Ставропольский край;2016;712594.5;254226.6
Приволжский федеральный округ;2016;11078328.3;373572.3
Республика Башкортостан;2016;1421517.6;349351.5
Республика Марий Эл;2016;170890.5;249375
Республика Мордовия;2016;223297.8;276359.6
Республика Татарстан;2016;2058139.9;530860.1
Удмуртская Республика;2016;570254.8;375910.8
Чувашская Республика;2016;284659.1;230260.9
Пермский край;2016;1147634;435823.7
Кировская область;2016;313533.8;242189.8
Нижегородская область ;2016;1282751.7;394208.9
Оренбургская область;2016;814765.4;408982.9
Пензенская область;2016;358258.2;266340.2
Самарская область;2016;1364822.2;425864.5
Саратовская область;2016;700848.6;282214
Ульяновская область;2016;366954.7;292335
Уральский         федеральный округ;2016;9770442.7;792608.1
Курганская область;2016;202100.4;235547.8
Свердловская область ;2016;2109619.1;487246.6
Тюменская область;2016;6125961.8;1683993.8
в том числе:;2016;0;0
Ханты-Мансийский автономный округ - Югра;2016;3130196.4;1912836.6
Ямало-Ненецкий автономный округ;2016;2028234.6;3790547.2
Тюменская область  без автономных округов;2016;967530.8;659860.8
Челябинская область;2016;1332761.4;380623.8
Сибирский        федеральный округ;2016;6975354.3;404112.9
Республика Алтай;2016;47434.9;219520.8
Республика Тыва;2016;58001.1;182914.4
Республика Хакасия;2016;207742.6;386695.7
Алтайский край;2016;532401.5;224525.8
Красноярский край;2016;1821899.9;634610.4
Иркутская область;2016;1139206.8;472533.3
Кемеровская область;2016;903348.9;332941.6
Новосибирская область ;2016;1074794.7;387887.1
Омская область;2016;669480.4;338878.9
Томская область;2016;521043.5;483420.8
Дальневосточный федеральный округ;2016;4481568;543020.9
Республика Бурятия;2016;220764.6;224534.7
Республика Саха (Якутия);2016;889449.3;925293.3
Забайкальский край;2016;279140.7;258225
Камчатский край;2016;224091;710448.2
Приморский край;2016;860803.6;446924.1
Хабаровский край ;2016;672660.4;504272.3
Амурская область;2016;297531;370192.4
Магаданская область;2016;153879.8;1054274.8
Сахалинская область;2016;762510.3;1564707.9
Еврейская автономная область;2016;48563.2;294021.2
Чукотский автономный округ;2016;72174.1;1443771.7
Центральный федеральный округ;2017;27915455;711031.6
Белгородская область;2017;837306.8;539720.5
Брянская область;2017;341177.8;280630.1
Владимирская область;2017;449849.2;325043.1
Воронежская область;2017;873429.4;374125.7
Ивановская область;2017;212464.7;208522
Калужская область;2017;457052.5;451025.5
Костромская область;2017;178485.6;276404.4
Курская область;2017;404759.8;361694.6
Липецкая область;2017;522266.2;452880
Московская область;2017;4290261.2;574838
Орловская область;2017;231118.4;307734.4
Рязанская область;2017;395276.9;351636.4
Смоленская область;2017;313615.8;329679.7
Тамбовская область;2017;320572.4;309152.6
Тверская область;2017;420671.5;326017
Тульская область;2017;594407.6;397428
Ярославская область;2017;534549.7;421499.3
г. Москва;2017;16538189.5;1329055.5
Северо-Западный федеральный округ;2017;8814880.8;632995.7
Республика Карелия;2017;270802.5;433433.9
Республика Коми;2017;608574.5;719599.3
Архангельская область;2017;759206.5;654268.9
в том числе: ;2017;0;0
Ненецкий автономный округ;2017;265790.9;6045235.6
Архангельская область без автономного округа;2017;493415.6;441961.6
Вологодская область;2017;542663.4;459777.5
Калининградская область;2017;446677.6;450993.6
Ленинградская область;2017;1002543.3;556083.1
Мурманская область;2017;479352.8;634409.5
Новгородская область;2017;256165.8;420289
Псковская область;2017;165858.1;259414.7
г. Санкт-Петербург;2017;4283036.3;805573.1
Южный             федеральный округ;2017;5833454.2;354937.6
Республика Адыгея;2017;109714.5;241997.3
Республика Калмыкия;2017;80126.9;289676.6
Республика Крым;2017;384983.4;201251.2
Краснодарский край;2017;2422752.7;433626.9
Астраханская область;2017;442608.8;434701.5
Волгоградская область;2017;850263.7;336306.7
Ростовская область;2017;1441723.3;341163.4
г. Севастополь;2017;101280.9;234060.8
Северо-Кавказский        федеральный округ;2017;2042468.3;208423.1
Республика Дагестан;2017;639513.3;209477.8
Республика Ингушетия;2017;60855.8;125667.9
Кабардино-Балкарская Республика;2017;155221.8;179417.9
Карачаево-Черкесская Республика;2017;82765.6;177468.1
Республика Северная Осетия - Алания;2017;152526.4;217115.4
Чеченская Республика;2017;215975.9;151464
Ставропольский край;2017;735609.5;262480.7
Приволжский федеральный округ;2017;11822590.9;399551.8
Республика Башкортостан;2017;1487892.2;366013.2
Республика Марий Эл;2017;178193.2;260703.5
Республика Мордовия;2017;236090.8;292626.5
Республика Татарстан;2017;2264655.8;582208.5
Удмуртская Республика;2017;592037.6;390800.7
Чувашская Республика;2017;296505.8;240379.6
Пермский край;2017;1245826.9;474129.3
Кировская область;2017;331754.4;257681.1
Нижегородская область ;2017;1387920.9;428207.8
Оренбургская область;2017;872857.1;440024.7
Пензенская область;2017;376076.2;281369.7
Самарская область;2017;1449005.7;453013
Саратовская область;2017;728946.4;294988
Ульяновская область;2017;374827.9;299921.8
Уральский         федеральный округ;2017;10983195;889254.4
Курганская область;2017;209985.5;247093.2
Свердловская область ;2017;2259526;522156.2
Тюменская область;2017;7097070.2;1930537.3
в том числе:;2017;0;0
Ханты-Мансийский автономный округ - Югра;2017;3557367.1;2155227.7
Ямало-Ненецкий автономный округ;2017;2456293.7;4571566.9
Тюменская область  без автономных округов;2017;1083409.4;727930.9
Челябинская область;2017;1416613.3;405015.2
Сибирский        федеральный округ;2017;7653768.9;443783.8
Республика Алтай;2017;48415.2;222562.9
Республика Тыва;2017;65038.9;203160.1
Республика Хакасия;2017;218148.4;405788.7
Алтайский край;2017;545303;231268.4
Красноярский край;2017;1977016.1;687442.8
Иркутская область;2017;1268311.7;527025.3
Кемеровская область;2017;1097861;406335.3
Новосибирская область ;2017;1179564.2;423663.3
Омская область;2017;699716.5;355839.6
Томская область;2017;554393.9;514001.1
Дальневосточный федеральный округ;2017;4679280.8;568274
Республика Бурятия;2017;224594.1;228171.1
Республика Саха (Якутия);2017;942029.6;977633.1
Забайкальский край;2017;306596.5;284969.1
Камчатский край;2017;228167.2;724011.6
Приморский край;2017;906265;472486.5
Хабаровский край ;2017;697951;524460.5
Амурская область;2017;299181;373935.1
Магаданская область;2017;161851.2;1117517.3
Сахалинская область;2017;784503.4;1605079.4
Еврейская автономная область;2017;55268;338826.6
Чукотский автономный округ;2017;72873.8;1469675
Центральный федеральный округ;2018;31191756.5;792780.9
Белгородская область;2018;911597.9;588641.5
Брянская область;2018;367157.1;304547.1
Владимирская область;2018;480027.8;349856.4
Воронежская область;2018;951292.3;408140.7
Ивановская область;2018;232493.6;230325.5
Калужская область;2018;507632.2;502224.2
Костромская область;2018;191812.9;299569.1
Курская область;2018;451000.5;405890.2
Липецкая область;2018;604396.2;526882.4
Московская область;2018;4644635;615059.9
Орловская область;2018;247105.5;332418.3
Рязанская область;2018;416183.2;372321.8
Смоленская область;2018;335059.9;354239.9
Тамбовская область;2018;352202.6;343693.1
Тверская область;2018;471065.5;368955.6
Тульская область;2018;666763;448896.8
Ярославская область;2018;583605.3;462207.4
г. Москва;2018;18777726;1494938
Северо-Западный федеральный округ;2018;9865793.3;706615.6
Республика Карелия;2018;300977.1;485235.6
Республика Коми;2018;696242.2;833270.1
Архангельская область;2018;865723.3;753081.9
в том числе: ;2018;0;0
Ненецкий автономный округ;2018;320405.7;7296374.4
Архангельская область без автономного округа;2018;545317.6;493205.1
Вологодская область;2018;615647.7;525206.6
Калининградская область;2018;493302.4;494096.4
Ленинградская область;2018;1147644.4;626840
Мурманская область;2018;521051.5;693988.6
Новгородская область;2018;259255.8;429668.2
Псковская область;2018;180730.3;285469.3
г. Санкт-Петербург;2018;4785218.6;891448.8
Южный             федеральный округ;2018;6320333;384256.8
Республика Адыгея;2018;119961.8;264198
Республика Калмыкия;2018;86107.1;314225.2
Республика Крым;2018;437438;228692.9
Краснодарский край;2018;2499915.5;444364.1
Астраханская область;2018;579210;570206.4
Волгоградская область;2018;927811.7;369000.4
Ростовская область;2018;1548222.9;367627.9
г. Севастополь;2018;121666;276550.7
Северо-Кавказский        федеральный округ;2018;2159836.5;219381.6
Республика Дагестан;2018;676060.8;219856.8
Республика Ингушетия;2018;67468.2;136930.7
Кабардино-Балкарская Республика;2018;161577.5;186574.1
Карачаево-Черкесская Республика;2018;85737.9;184013
Республика Северная Осетия - Алания;2018;161092.7;229965.3
Чеченская Республика;2018;223853.7;154705.5
Ставропольский край;2018;784045.7;280220.7
Приволжский федеральный округ;2018;13330797;452352.1
Республика Башкортостан;2018;1739362.9;428715.6
Республика Марий Эл;2018;192690.3;282803.8
Республика Мордовия;2018;245675.6;306987.1
Республика Татарстан;2018;2622773.9;673117.8
Удмуртская Республика;2018;679938.9;450225.9
Чувашская Республика;2018;316622.9;257992.5
Пермский край;2018;1422704.6;543647.6
Кировская область;2018;353265.5;276491.3
Нижегородская область ;2018;1502156.2;465830.1
Оренбургская область;2018;1058504.8;537212.8
Пензенская область;2018;411028.7;310238.7
Самарская область;2018;1625558.7;509855.1
Саратовская область;2018;773838.6;315610
Ульяновская область;2018;386675.4;311203.3
Уральский         федеральный округ;2018;13035608.4;1055243.5
Курганская область;2018;215589.9;256618.3
Свердловская область ;2018;2423689.4;560977.3
Тюменская область;2018;8875003.7;2393355.2
в том числе:;2018;0;0
Ханты-Мансийский автономный округ - Югра;2018;4506739.7;2715827.8
Ямало-Ненецкий автономный округ;2018;3051613.1;5650999.3
Тюменская область  без автономных округов;2018;1316650.9;872684.2
Челябинская область;2018;1521325.4;436611.1
Сибирский        федеральный округ;2018;8701658.8;505859
Республика Алтай;2018;54069.4;247496.8
Республика Тыва;2018;73681.6;228064.8
Республика Хакасия;2018;242341.1;451421.5
Алтайский край;2018;579740.5;247599.3
Красноярский край;2018;2374749.9;825925
Иркутская область;2018;1460512.2;608298.6
Кемеровская область;2018;1266424.5;471742.7
Новосибирская область ;2018;1301631.1;466347.9
Омская область;2018;736076.8;377061.9
Томская область;2018;612431.7;568191.7
Дальневосточный федеральный округ;2018;5597118;682108.5
Республика Бурятия;2018;258578.6;262811.9
Республика Саха (Якутия);2018;1126774.7;1166833.3
Забайкальский край;2018;339838.9;317815.5
Камчатский край;2018;263151.3;835029.8
Приморский край;2018;965485.2;506052.1
Хабаровский край ;2018;761589.2;574833.3
Амурская область;2018;334164.4;419905.2
Магаданская область;2018;176370.6;1236274.4
Сахалинская область;2018;1233164.7;2517125
Еврейская автономная область;2018;54577.8;339068.1
Чукотский автономный округ;2018;83422.6;1685134.1
Центральный федеральный округ;2019;33139758.1;840986.7
Белгородская область;2019;955329.2;617024.6
Брянская область;2019;399113.8;333612.6
Владимирская область;2019;535493.4;393135.2
Воронежская область;2019;1001790.3;430689.9
Ивановская область;2019;254968.9;254801.2
Калужская область;2019;549755.8;546488.9
Костромская область;2019;203821.4;320813.9
Курская область;2019;495864.4;448533.4
Липецкая область;2019;570022.9;499274.3
Московская область;2019;5196136.4;679655.1
Орловская область;2019;266655.6;362066.3
Рязанская область;2019;436417.7;392641.3
Смоленская область;2019;349237.6;372073.3
Тамбовская область;2019;353745.5;349773.1
Тверская область;2019;488367.5;386059.1
Тульская область;2019;676822.6;459650.6
Ярославская область;2019;609150.8;484799.3
г. Москва;2019;19797064.3;1565396.3
Северо-Западный федеральный округ;2019;10577620.1;756785.9
Республика Карелия;2019;319050;517887.9
Республика Коми;2019;718138.7;870097.8
Архангельская область;2019;889974.4;780455.4
в том числе: ;2019;0;0
Ненецкий автономный округ;2019;330999;7527837.4
Архангельская область без автономного округа;2019;558975.4;509847.9
Вологодская область;2019;632759.5;543570.9
Калининградская область;2019;520951.2;517150.7
Ленинградская область;2019;1223679.6;657231.5
Мурманская область;2019;616504.1;827822.3
Новгородская область;2019;273808;457565.3
Псковская область;2019;196625.3;313156
г. Санкт-Петербург;2019;5186129.3;962001.8
Южный             федеральный округ;2019;6611731.6;401677
Республика Адыгея;2019;131125.8;285729.4
Республика Калмыкия;2019;88986.9;327288.9
Республика Крым;2019;475525.3;248677.1
Краснодарский край;2019;2577131.1;455174.9
Астраханская область;2019;601811.2;595897.5
Волгоградская область;2019;963214.4;385398
Ростовская область;2019;1636017.5;389521.4
г. Севастополь;2019;137919.4;309114.9
Северо-Кавказский        федеральный округ;2019;2294816.6;231826.8
Республика Дагестан;2019;713723.6;230345.5
Республика Ингушетия;2019;73791.6;146928.7
Кабардино-Балкарская Республика;2019;171544.7;197795.1
Карачаево-Черкесская Республика;2019;91430;196393.1
Республика Северная Осетия - Алания;2019;173459.4;248493.2
Чеченская Республика;2019;241643.4;164625.4
Ставропольский край;2019;829223.9;296214
Приволжский федеральный округ;2019;14103743.8;480660.1
Республика Башкортостан;2019;1803321.7;445861.5
Республика Марий Эл;2019;203282.1;298988.7
Республика Мордовия;2019;262760.6;331412.3
Республика Татарстан;2019;2808753.3;720053.2
Удмуртская Республика;2019;722846;480560.7
Чувашская Республика;2019;339490.4;278132.7
Пермский край;2019;1496401.4;574427.7
Кировская область;2019;370472.6;292342.6
Нижегородская область ;2019;1617171.7;503982.6
Оренбургская область;2019;1106329.3;564476.5
Пензенская область;2019;448521.1;341904.1
Самарская область;2019;1689575.4;531098.4
Саратовская область;2019;809822.6;333074.6
Ульяновская область;2019;424995.6;344371.4
Уральский         федеральный округ;2019;13272019.3;1074184.5
Курганская область;2019;236825.8;285011.5
Свердловская область ;2019;2535215;587781.9
Тюменская область;2019;8952460.5;2393544.7
в том числе:;2019;0;0
Ханты-Мансийский автономный округ - Югра;2019;4558879.8;2731117.6
Ямало-Ненецкий автономный округ;2019;3158827.6;5817780
Тюменская область  без автономных округов;2019;1234753.1;808055.4
Челябинская область;2019;1547518;445834.3
Сибирский        федеральный округ;2019;9090340.5;530177
Республика Алтай;2019;57064;259944.1
Республика Тыва;2019;79321.3;243389.3
Республика Хакасия;2019;256322.3;478914.6
Алтайский край;2019;628146.1;270172.3
Красноярский край;2019;2696158.9;939382.4
Иркутская область;2019;1540237.8;643245.8
Кемеровская область;2019;1110194.8;416418.6
Новосибирская область ;2019;1332895.8;476753.2
Омская область;2019;772095.9;398927.3
Томская область;2019;617903.6;573005.2
Дальневосточный федеральный округ;2019;5970632.3;730003.2
Республика Бурятия;2019;285490.6;289954.4
Республика Саха (Якутия);2019;1227680.3;1266298.6
Забайкальский край;2019;369476.5;347663.4
Камчатский край;2019;279337.8;889982.3
Приморский край;2019;1069330.7;563015.1
Хабаровский край ;2019;805215.6;610678.9
Амурская область;2019;395617.2;499757.1
Магаданская область;2019;214414.9;1524002.3
Сахалинская область;2019;1172226.1;2397445.2
Еврейская автономная область;2019;56847.6;357287.3
Чукотский автономный округ;2019;94995;1900850.8
Центральный федеральный округ;2020;33636785.5;854978.5
Белгородская область;2020;999081.6;646569
Брянская область;2020;412335.5;347204.5
Владимирская область;2020;554204.3;410443.6
Воронежская область;2020;1063999.2;459629.5
Ивановская область;2020;271653.7;273821.5
Калужская область;2020;559166.5;558174.6
Костромская область;2020;204382.3;323951.6
Курская область;2020;535854.6;487030.7
Липецкая область;2020;619216.6;546151.3
Московская область;2020;5265389.3;683845.1
Орловская область;2020;284470;390170.2
Рязанская область;2020;455596.1;412845.1
Смоленская область;2020;358466.1;386274.8
Тамбовская область;2020;378676.8;378455.8
Тверская область;2020;490827.5;391722.2
Тульская область;2020;709197;486544.2
Ярославская область;2020;617593.9;495102.2
г. Москва;2020;19856674.5;1567644.8
Северо-Западный федеральный округ;2020;10644005.4;762356.7
Республика Карелия;2020;319388;522245.3
Республика Коми;2020;612136.2;749219.3
Архангельская область;2020;789593.3;697648.2
в том числе: ;2020;0;0
Ненецкий автономный округ;2020;230378.2;5206287.1
Архангельская область без автономного округа;2020;559215.1;514200.4
Вологодская область;2020;629163;544379.2
Калининградская область;2020;538288.5;530036.9
Ленинградская область;2020;1246136.1;661328.6
Мурманская область;2020;790456.1;1072337.1
Новгородская область;2020;280189.3;471333.3
Псковская область;2020;202945.2;325659.6
г. Санкт-Петербург;2020;5235709.7;971158
Южный             федеральный округ;2020;6709653.9;407280.4
Республика Адыгея;2020;143191.8;309184.1
Республика Калмыкия;2020;93325.1;344933.1
Республика Крым;2020;515610.8;270363.8
Краснодарский край;2020;2616754.4;460720.2
Астраханская область;2020;527888.9;526950.9
Волгоградская область;2020;978858.4;394256.5
Ростовская область;2020;1692406.6;403949.1
г. Севастополь;2020;141617.9;295304.9
Северо-Кавказский        федеральный округ;2020;2404328.2;241662.5
Республика Дагестан;2020;748177.3;239640.7
Республика Ингушетия;2020;72708.6;142199.7
Кабардино-Балкарская Республика;2020;183027.5;210674.1
Карачаево-Черкесская Республика;2020;96566.1;207471.5
Республика Северная Осетия - Алания;2020;186122.2;267814.4
Чеченская Республика;2020;254553.3;171029.5
Ставропольский край;2020;863173.2;308476.2
Приволжский федеральный округ;2020;13669381;468462.3
Республика Башкортостан;2020;1711684.7;425161
Республика Марий Эл;2020;196982.9;290803.3
Республика Мордовия;2020;268963.1;342811.2
Республика Татарстан;2020;2633912.6;675621.4
Удмуртская Республика;2020;675952.3;451490.9
Чувашская Республика;2020;348342.2;287210.3
Пермский край;2020;1403198.8;541930.2
Кировская область;2020;395923.7;315153.9
Нижегородская область ;2020;1586640.6;497418.6
Оренбургская область;2020;1050927.9;538971.9
Пензенская область;2020;493094.2;379820.4
Самарская область;2020;1599554;505093.4
Саратовская область;2020;863401.1;358480.4
Ульяновская область;2020;440802.9;360112.2
Уральский         федеральный округ;2020;11674931.2;945711.8
Курганская область;2020;242305;294464
Свердловская область ;2020;2529780.9;588270
Тюменская область;2020;7287696.1;1934463.9
в том числе:;2020;0;0
Ханты-Мансийский автономный округ - Югра;2020;3353302.7;1994630.3
Ямало-Ненецкий автономный округ;2020;2768191.3;5072483.6
Тюменская область  без автономных округов;2020;1166202.1;757076
Челябинская область;2020;1615149.2;467537.3
Сибирский        федеральный округ;2020;9026904.3;529091
Республика Алтай;2020;62520.3;283451.4
Республика Тыва;2020;82810.7;251799.9
Республика Хакасия;2020;266799.9;500422.8
Алтайский край;2020;671626.9;291156.9
Красноярский край;2020;2722640;951613.7
Иркутская область;2020;1505151.1;631591.9
Кемеровская область;2020;1038086.7;392374.9
Новосибирская область ;2020;1356861.5;485981.4
Омская область;2020;763465.3;398641
Томская область;2020;556941.9;518179.5
Дальневосточный федеральный округ;2020;6044295;741938.3
Республика Бурятия;2020;303155.8;307558.8
Республика Саха (Якутия);2020;1141265.2;1168152.5
Забайкальский край;2020;425378.2;402594.6
Камчатский край;2020;294476.6;942802
Приморский край;2020;1099944;582950.7
Хабаровский край ;2020;861230.6;658239.5
Амурская область;2020;449059.2;571362.1
Магаданская область;2020;284070.7;2035007
Сахалинская область;2020;1002707.9;2059206.5
Еврейская автономная область;2020;63014.4;400340.5
Чукотский автономный округ;2020;119992.4;2404271.2
